;subjective_gain_numeric_fuel;subjective_gain_numeric_chauffage;subjective_gain_numeric_taxe_carbone
5695;-15.005083893417895;-0.27059406280665144;-54.3822160479404
5696;-21.204812662769957;0.4146152327539312;-54.454585225700455
5697;-26.1611471221192;-13.454226856717707;-67.75798973970305
5698;-20.453536879327356;-1.9965921279736905;-55.78569956938645
5699;-28.824690175516327;-3.7426391339551515;-54.99181574627558
5700;-15.005083893417895;1.1409978764632644;-52.62889563033991
5701;-19.085573373047065;-6.410958114948139;-36.651267058291694
5702;-15.005083893417895;1.6315321785474506;-52.582021638745005
5703;-15.005083893417895;-11.537521301477986;-54.35390757406127
5704;-26.809392809485455;-0.07089812202457324;-65.981733206282
5705;-35.484844188281386;-1.7749676077419565;-45.278619084062285
5706;-15.005083893417895;-4.649118064355619;-30.286606304861802
5707;-15.599539066907539;-10.133765665940663;-66.6190878900461
5708;-21.93251246535469;-10.204845574982528;-41.059962331170844
5709;-27.70172735371207;3.8179494249850094;-39.19683725283967
5710;-20.56168700299161;-2.492305018236385;-52.931208693961935
5711;-24.4051638494956;-7.634610145869449;-30.286606304861802
5712;-23.268308857965643;-0.1312417733580181;-69.96651494453772
5713;-23.356069324117502;-0.45599949310324445;-41.83079091065849
5714;-31.615038743803172;-6.236872859416659;-60.09014932050877
5715;-33.3890838660559;-11.301550559642873;-34.19909332687757
5716;-38.36250905834883;-2.8222774060954436;-50.49348046293463
5717;-29.74467716728653;-12.135320886317382;-43.83124682930956
5718;-23.40215858341267;-6.704600207865269;-38.89001181763513
5719;-32.170737125019514;5.7660851298952025;-45.262465858515164
5720;-30.157204639862698;-1.352063062508023;-58.06151539954586
5721;-22.41441376053092;9.964739389012891;-45.13964021526051
5722;-25.018554872296793;-2.614632982617593;-46.713791858632135
5723;-28.53552187303674;-11.04512474555656;-34.8990525928431
5724;-23.799582515794224;-9.805956065043754;-53.6049392504662
5725;-20.03183127312002;-5.570341819048925;-65.24720164973962
5726;-39.99239760024487;-7.600660077117993;-55.6074973633363
5727;-36.635409724343845;6.195081723900178;-62.49559038250201
5728;-25.849032548453742;-11.207630837932234;-48.95818427133372
5729;-15.005083893417895;-2.456510833067601;-69.96651494453772
5730;-15.686740582155153;1.4527652874186667;-57.36394766196978
5731;-20.453536879327356;-13.096358356255072;-50.47693329804463
5732;-24.4051638494956;3.7390522341209667;-37.51088019455829
5733;-15.005083893417895;-2.1301517746126706;-45.49777154325042
5734;-26.97125611954599;1.9205656249845902;-55.24880995099511
5735;-25.849032548453742;-2.456510833067601;-41.19786515974641
5736;-18.199909481934455;-14.9900321970192;-40.250614705294836
5737;-16.048054686470703;-14.9900321970192;-50.54586950036515
5738;-31.131454308994034;-4.2881359609068195;-57.901046782614536
5739;-22.898304946135568;-14.9900321970192;-41.46454721258241
5740;-28.649493397732538;-1.2486760663734913;-59.32288810345074
5741;-27.33267621411244;-8.694093056065753;-55.13719568939511
5742;-20.06006835808838;-1.3015529902789922;-39.622081182392094
5743;-27.448815787268018;-11.096100623315124;-50.25914471783539
5744;-21.204812662769957;3.9468971747579267;-36.931134691241965
5745;-26.1611471221192;-0.07089812202457324;-51.80522889054782
5746;-29.98843219643605;0.8296767007704299;-41.87164573856277
5747;-26.263670604230015;-1.9965921279736905;-56.274554997681385
5748;-19.435023248725543;2.1187288162728692;-41.720615152419974
5749;-15.005083893417895;-4.10629661387579;-60.25553153641712
5750;-27.858252969378466;-4.782568131081462;-54.99181574627558
5751;-17.315010789841836;-14.9900321970192;-52.974240096598805
5752;-19.759399214876986;-7.627563870902009;-57.667635772553695
5753;-24.000178335658568;-0.625676718646749;-59.32288810345074
5754;-28.183984743320934;4.00690292868392;-42.22389613753103
5755;-26.841890231734222;-7.202752797043803;-33.71545621759594
5756;-28.001664036476843;6.129276451749926;-40.669485151807486
5757;-17.889849046100426;-5.371112547067519;-40.714864995664584
5758;-19.93323419449964;2.907679871877311;-30.286606304861802
5759;-31.289059319028336;-3.9347129251660347;-38.7654743741043
5760;-26.97125611954599;-1.9214172111871677;-44.24310499457124
5761;-26.054625016715708;-6.541029282811461;-30.286606304861802
5762;-19.81729778996287;-5.016780847825173;-44.890089570679116
5763;-24.4051638494956;2.527522001896864;-51.10545600899559
5764;-27.105380540020597;-9.459079295412721;-51.28943174358547
5765;-25.456560594802085;-3.1972168346168246;-59.23658607847153
5766;-22.123049527658814;6.580555410416048;-55.78569956938645
5767;-22.898304946135568;-10.06126788702323;-39.26239717332237
5768;-20.51920287863595;-5.157384775280976;-34.40428148199578
5769;-23.47594103391695;-11.805706695218987;-56.423219109320826
5770;-17.369527438033703;-0.998940853098793;-47.78324463956437
5771;-22.574031715277936;4.081133264625718;-30.286606304861802
5772;-15.005083893417895;-1.9430202851202125;-30.286606304861802
5773;-22.49132414732704;2.388067520284873;-61.33026135424524
5774;-29.226846414237873;-9.893078164027088;-46.58723513458699
5775;-27.33267621411244;-5.039543690563581;-42.57554627556063
5776;-25.59736537945899;2.981463968769276;-53.706814368616605
5777;-36.929932500456175;6.63057019560631;-37.867845885743485
5778;-22.307169662408775;2.9488807590280883;-40.984187395699564
5779;-20.421276487069672;1.0187590185000772;-42.23542898049118
5780;-36.72924727599875;-14.9900321970192;-56.63462212583056
5781;-21.88639217019168;-4.585486888392855;-46.58723513458699
5782;-34.87278192728036;-9.55646793224571;-63.29600238611961
5783;-19.759399214876986;-8.195038101374967;-61.33026135424524
5784;-21.79212535095021;-7.398945536657493;-52.582021638745005
5785;-29.62063923714345;-5.425336343319032;-61.33026135424524
5786;-24.072082029706053;5.7660851298952025;-65.19376543364342
5787;-16.55763340168214;-4.952888564783223;-58.49101267414491
5788;-22.956981116461066;-0.998940853098793;-31.123500751912104
5789;-24.665563702069207;-0.5487312546702015;-63.96858565998417
5790;-23.05071372045476;-1.966882262391842;-40.01629465542533
5791;-25.18448575426646;-12.279411621779332;-39.73662787788195
5792;-31.615038743803172;4.219235765528386;-44.64459506851216
5793;-26.521807018229488;-2.9710686290528088;-63.74960365341087
5794;-20.886494415838268;-13.823808248180285;-37.656223020738935
5795;-18.739148645509676;-6.823485260196435;-45.41205182926035
5796;-24.096429302050304;0.6277426643654376;-54.66829532782697
5797;-23.203291742743367;-13.420752997476333;-37.08515603427922
5798;-15.005083893417895;0.2659976692910959;-51.40236207457178
5799;-18.812947773181463;-4.649118064355619;-61.894963693604836
5800;-32.92022206507704;-11.07251452870355;-49.73016823984846
5801;-28.48203185192627;5.220349154680023;-47.52423356364079
5802;-23.693615012629152;9.44345175258837;-46.58723513458699
5803;-21.813827760700406;-3.914767945003514;-30.286606304861802
5804;-31.896439938120846;-5.570341819048925;-44.25485031971226
5805;-23.10011447289197;2.53973049264323;-62.79840142123362
5806;-30.467278972944406;-2.80527041617421;-58.263070006434646
5807;-22.41441376053092;-4.173470037394679;-30.286606304861802
5808;-39.01082947792838;-3.9854734425678844;-46.53560488564056
5809;-37.940731283318804;-12.135320886317382;-30.286606304861802
5810;-28.26370525067605;-1.4416135044567733;-50.70763937642873
5811;-25.8903316489935;-11.967644210823892;-41.46454721258241
5812;-22.305056446908566;0.18270859000138948;-54.000463157976505
5813;-15.005083893417895;-6.029645175207103;-31.37137073759277
5814;-22.307169662408775;-2.1301517746126706;-69.96651494453772
5815;-22.861992541043946;-8.605667910777203;-56.63462212583056
5816;-21.650604514857267;-5.6986487091021445;-43.236321389502535
5817;-18.940456554598768;2.388067520284873;-68.71732954731056
5818;-31.385967844340335;-2.878322517986419;-50.42282562279255
5819;-31.994858426572137;-5.728010601049239;-43.623183355727235
5820;-39.99239760024487;-2.869540878648877;-33.097047177979235
5821;-23.799582515794224;-0.625676718646749;-50.176583722277485
5822;-34.87278192728036;-5.425336343319032;-49.392132556994966
5823;-26.73565786855018;1.4951939943620345;-51.231118927058404
5824;-31.896439938120846;-10.53938308659402;-59.32288810345074
5825;-20.792592698571024;6.025353981431408;-67.80958243482326
5826;-29.287103703597754;7.403124836718055;-40.28415967782754
5827;-24.68931804356392;-7.048030447016558;-47.58002499474132
5828;-28.152898362097858;-2.0280945937620345;-44.17958893815876
5829;-26.136364153149223;4.4410736333347245;-66.96783456315666
5830;-20.632116889350073;2.061872631485528;-53.430077814316405
5831;-25.318619159994114;-1.4416135044567733;-51.80522889054782
5832;-21.88639217019168;2.491989990603391;-56.91133408629086
5833;-27.448815787268018;-9.55646793224571;-35.75807034650825
5834;-26.366044517338253;-0.8922939575411094;-42.16503137758324
5835;-33.00205364025734;-4.469733471910179;-58.78533370947207
5836;-16.65509886310277;-13.140989590214303;-51.62791285407949
5837;-23.356069324117502;-6.823485260196435;-62.01938613803177
5838;-34.48117387613365;-11.9561919646668;-54.454585225700455
5839;-15.005083893417895;5.009803690836937;-40.42285252371281
5840;-31.994858426572137;0.575252428772842;-57.36585002169784
5841;-15.005083893417895;-6.582677300064309;-51.80522889054782
5842;-22.898304946135568;-1.4630964181499848;-36.26813030487756
5843;-24.749822781891453;-3.067520492393612;-60.51790804159873
5844;-18.711365581745248;-9.186375027282082;-52.47575085441656
5845;-16.22272830070885;-10.06126788702323;-30.286606304861802
5846;-17.98220259048412;-8.605667910777203;-39.11153751077296
5847;-28.320594587538835;6.540025582182011;-40.01629465542533
5848;-24.729616705912576;3.1640389904618536;-61.799797445914315
5849;-22.343104914696646;-12.803193026902065;-59.47369527129831
5850;-18.899567556760964;-6.410958114948139;-36.7665374803546
5851;-25.099584463717378;-0.5881198303364954;-43.76150214413489
5852;-16.37619144481808;-10.679623597090654;-36.85460815872281
5853;-37.999427859805415;-7.498783284495186;-63.01871698832406
5854;-28.001664036476843;5.407036008320903;-48.131559680680745
5855;-29.63903789183102;-2.704126125016046;-69.96651494453772
5856;-27.33267621411244;-1.7749676077419565;-41.059962331170844
5857;-25.095060822955368;-4.7180670806437774;-43.15947870980881
5858;-21.128346930525254;6.688659703354555;-40.821234228099456
5859;-26.345865619835976;3.357019040848172;-50.49348046293463
5860;-24.617013741025403;9.964739389012891;-53.565542677067015
5861;-20.886494415838268;-10.564690861524582;-42.428220325162634
5862;-15.005083893417895;-1.6224756750096276;-40.16305797640081
5863;-16.78191649886165;-0.8121549831297268;-45.07743392273892
5864;-23.923897264057814;-14.9900321970192;-66.91874977092777
5865;-18.726596624616235;-3.7697335473022235;-43.623183355727235
5866;-23.36121762927769;-8.488774322781486;-32.753223689867504
5867;-17.219762925673457;3.8429821047435175;-39.306635333297905
5868;-35.7123893581584;7.248707866964253;-50.95852179821486
5869;-34.54403747733977;-10.408807156046805;-46.88758505738556
5870;-16.765378300243356;0.575252428772842;-55.6074973633363
5871;-32.286551839004154;-3.413076304581864;-53.50383602217403
5872;-19.871947110118146;0.50303002648036;-35.36154570472891
5873;-17.07472029539531;4.533814942169698;-56.083042462429376
5874;-20.792592698571024;1.6315321785474506;-69.36905511588111
5875;-39.99239760024487;-14.9900321970192;-54.37874323743108
5876;-39.99239760024487;-1.2486760663734913;-41.177681969449054
5877;-27.448815787268018;-4.050635637193775;-69.96651494453772
5878;-22.770280320840204;-1.4952241962879498;-53.83309754267081
5879;-24.072082029706053;-3.0413331291390477;-54.454585225700455
5880;-31.615038743803172;-4.782568131081462;-51.62791285407949
5881;-35.7123893581584;0.9331529358263045;-38.93990096234787
5882;-24.4051638494956;-5.601377059920059;-47.6211120265138
5883;-25.142217027020877;-14.617660543671263;-36.74473979395142
5884;-24.813208553612338;9.964739389012891;-63.567995703446016
5885;-28.13018134243993;0.36140544192858215;-30.286606304861802
5886;-21.88639217019168;-4.10629661387579;-46.58723513458699
5887;-29.226846414237873;-8.834929331447018;-45.93791182863788
5888;-22.694434847002867;-2.9891050819259135;-58.842887282770484
5889;-32.031841967132095;-1.7354039870386562;-36.44305391083655
5890;-20.56168700299161;4.00690292868392;-59.37923974840184
5891;-39.99239760024487;-8.605667910777203;-51.10545600899559
5892;-20.56168700299161;-14.617660543671263;-61.47457212044867
5893;-17.24141166232219;-9.269543342116322;-58.49101267414491
5894;-18.739148645509676;-5.092880857260752;-40.42285252371281
5895;-15.005083893417895;-13.719893178165876;-30.286606304861802
5896;-35.03522263627149;-14.9900321970192;-46.58723513458699
5897;-15.005083893417895;2.824736757248502;-44.52597121883241
5898;-33.324213658087906;8.999925829323123;-38.26665130970529
5899;-15.005083893417895;3.7390522341209667;-34.76776340699609
5900;-23.40215858341267;2.265836432641038;-45.82645575309622
5901;-32.92022206507704;9.964739389012891;-48.131559680680745
5902;-30.030833110291184;-12.17529444882638;-30.286606304861802
5903;-15.005083893417895;-13.800761687871804;-52.72376950553917
5904;-33.89750594344946;-14.9900321970192;-47.959601247977865
5905;-15.599539066907539;-2.1596212084019637;-42.44994169877083
5906;-21.322259057201833;2.8476350914156683;-50.64530526730156
5907;-36.635409724343845;3.7968467885542245;-45.238276460316115
5908;-32.38123574049769;-7.113027689408682;-65.91757461490671
5909;-28.432298780574456;-2.27477528239433;-42.279372498767316
5910;-31.508931247140936;-10.53938308659402;-48.34183726689101
5911;-34.95213893007384;1.6315321785474506;-33.05027686527236
5912;-34.74435918787276;-2.5659352085028786;-33.52639354456702
5913;-32.92022206507704;7.6108536968152976;-60.25553153641712
5914;-17.163165854836848;-1.352063062508023;-50.15892617236446
5915;-26.2358432957979;-9.87476917668649;-61.33026135424524
5916;-25.236503719960865;2.1921817221651607;-33.695711689234635
5917;-24.4051638494956;-14.9900321970192;-37.848104521918344
5918;-29.62063923714345;6.233198922068368;-61.659421224343795
5919;-17.631003100000548;-11.770809535434523;-43.56436671346224
5920;-16.87759473877052;-8.765613878459286;-57.535278582696655
5921;-20.821049224209563;-5.902451223153013;-46.08650168228056
5922;-30.389771534718594;-14.9900321970192;-49.83635134880706
5923;-17.647793254208636;9.964739389012891;-42.357285741342025
5924;-37.50169640153134;-6.757095067132316;-60.678633832912205
5925;-24.665563702069207;-6.029645175207103;-36.02385607359224
5926;-28.509788244105266;4.412342473506088;-30.286606304861802
5927;-33.73953316133035;9.964739389012891;-46.624258992351656
5928;-17.08979446907938;-5.838546443120322;-30.286606304861802
5929;-18.13053214542333;3.7968467885542245;-32.985294903718
5930;-34.57321150521504;-14.617660543671263;-55.33731227107037
5931;-22.509548145048484;-10.679623597090654;-43.54386141941435
5932;-22.58217053128798;9.224322854439606;-46.58723513458699
5933;-17.332821185452822;-4.585486888392855;-46.695634899329654
5934;-26.673460576195996;-14.9900321970192;-64.46587241142905
5935;-22.305056446908566;-2.2860881533593513;-41.87164573856277
5936;-22.551530640895788;-0.10606436705423523;-35.03432923251639
5937;-30.030833110291184;-5.425336343319032;-67.28138925496091
5938;-23.700112800305405;7.347645505988437;-59.37923974840184
5939;-17.889849046100426;-0.7853696014869153;-54.229951950307964
5940;-29.073253284320344;-7.498783284495186;-30.286606304861802
5941;-27.33267621411244;1.8241193118718115;-44.09363032173815
5942;-26.521807018229488;1.9723776390110288;-42.44994169877083
5943;-28.320594587538835;-6.93920477069787;-49.21475227198838
5944;-32.286551839004154;-1.1452890702389595;-65.00479899685142
5945;-30.208822779305137;0.18270859000138948;-46.53560488564056
5946;-23.47594103391695;-10.204845574982528;-61.47457212044867
5947;-35.52319950111187;-6.131653516234982;-42.23542898049118
5948;-39.99239760024487;-3.3456632344853006;-54.454585225700455
5949;-19.085573373047065;-6.029645175207103;-61.875762216321995
5950;-24.072082029706053;-10.204845574982528;-65.04273785425826
5951;-17.889849046100426;-9.55646793224571;-45.89398529089911
5952;-16.426122120782566;0.08843652640442201;-30.286606304861802
5953;-27.448815787268018;2.1187288162728692;-51.61968122523831
5954;-16.426122120782566;6.129276451749926;-69.96651494453772
5955;-31.699153244866164;4.207248075118116;-50.5802964147523
5956;-15.005083893417895;3.7390522341209667;-49.572295204014154
5957;-17.889849046100426;-0.3000396533351414;-54.229951950307964
5958;-16.55763340168214;0.8296767007704299;-32.240219954911105
5959;-20.886494415838268;-9.805956065043754;-30.286606304861802
5960;-24.14875118964849;3.916557067615637;-36.100604899778205
5961;-25.942221157964696;-8.004164710954077;-63.81472017903977
5962;-22.898304946135568;-2.878322517986419;-34.29634321007476
5963;-29.282594252116027;9.964739389012891;-56.63462212583056
5964;-30.244266233679706;-5.039543690563581;-61.799797445914315
5965;-26.402554995584346;-10.337421387707764;-51.904010747469385
5966;-24.813208553612338;3.2645942833348074;-48.89610276261374
5967;-34.57321150521504;-6.162642523474915;-35.14806745036503
5968;-31.699153244866164;-13.454226856717707;-35.24384006293735
5969;-38.85122117288847;-2.8330764841904283;-53.06495645623149
5970;-15.005083893417895;-5.2165714398784075;-57.36394766196978
5971;-39.99239760024487;-10.679623597090654;-58.35813706830095
5972;-24.813208553612338;-5.732301541943684;-30.286606304861802
5973;-28.53552187303674;-12.473939262424917;-44.09363032173815
5974;-25.59736537945899;-8.967228279114527;-62.57889004100491
5975;-16.87759473877052;2.0974279775029268;-49.495398136203015
5976;-27.639196292486304;-7.234280191842208;-35.81853271981754
5977;-23.36121762927769;-6.385333531300256;-51.80522889054782
5978;-20.738856496541302;2.7576220853695;-45.04380625487776
5979;-29.073253284320344;-9.090262940237002;-57.046252488711204
5980;-25.942221157964696;-14.9900321970192;-53.62378036271048
5981;-21.63041054119579;-14.9900321970192;-35.94158432813583
5982;-34.48117387613365;8.999925829323123;-69.96651494453772
5983;-39.772304274445254;-9.55646793224571;-51.030388019969905
5984;-33.114587036347835;2.9488807590280883;-61.875762216321995
5985;-25.74385623090552;-11.599019505035539;-38.42111863593621
5986;-27.524915741759287;-3.664867951049928;-45.89398529089911
5987;-15.005083893417895;-3.3456632344853006;-57.535278582696655
5988;-27.76087818292649;1.052548806969412;-65.37424865147841
5989;-15.005083893417895;-8.329739874288066;-69.96651494453772
5990;-21.685373353078923;-0.5217542483281553;-40.42285252371281
5991;-26.391327330816996;2.856076852891331;-2.2446201250731215
5992;-36.15887757425094;1.9540612513663405;-16.734810401564687
5993;-15.005083893417895;-1.4416135044567733;-27.10347924651728
5994;-27.33267621411244;-5.2165714398784075;-7.344402028523689
5995;-26.032160944441785;-14.9900321970192;-17.511621527983408
5996;-19.759399214876986;9.964739389012891;-7.250807007955625
5997;-19.349170041666802;-12.64566696860028;-24.911587793514276
5998;-21.88639217019168;3.062883669976236;-29.947215421196802
5999;-19.60246336335653;-11.451915218804174;-8.008107548366183
6000;-25.849032548453742;-14.9900321970192;-24.193223855231608
6001;-27.105380540020597;-4.67864566076302;-14.23139865772712
6002;-24.196725675938243;-0.5881198303364954;-0.7780233366611924
6003;-24.510705278460364;-9.473509363363064;-6.802726693955265
6004;-16.55763340168214;-4.49179732885617;-18.670993993108596
6005;-28.649493397732538;2.2358414446791435;-29.947215421196802
6006;-39.01965273114092;-1.0558014780686449;-29.947215421196802
6007;-20.288840900997457;-6.341412586162581;-21.881338857353132
6008;-29.63903789183102;2.1921817221651607;-22.864043199860717
6009;-15.005083893417895;0.36140544192858215;-14.588601549842622
6010;-17.143824998977607;3.7968467885542245;-9.68342059440541
6011;-39.99239760024487;-3.7426391339551515;-7.5054245239748525
6012;-25.514168546020528;-9.87476917668649;-15.879885753490953
6013;-39.99239760024487;-11.606442265415605;-4.113803284419042
6014;-27.76087818292649;-14.9900321970192;-14.62972097090786
6015;-27.105380540020597;-14.9900321970192;-29.947215421196802
6016;-15.409977804964388;-9.915163211532331;-20.614304392421968
6017;-24.60391211866545;-5.68091216779921;-20.50716645926362
6018;-28.649493397732538;-4.67864566076302;-7.802149249109618
6019;-15.005083893417895;-8.093023894902863;-15.338525710794057
6020;-21.61748058359505;0.36140544192858215;-12.348429106733988
6021;-27.726577107444427;-9.042314765618812;-19.07188332494468
6022;-15.005083893417895;-6.757095067132316;-3.3741229045968932
6023;-28.26370525067605;-1.0558014780686449;-9.9042699184425
6024;-25.74385623090552;-0.625676718646749;-21.16064468347067
6025;-15.005083893417895;-7.498783284495186;-10.72803046184834
6026;-32.775430558695234;-3.9582793485293712;-14.838216750331716
6027;-34.54403747733977;-2.2959499874912694;-13.511052225459224
6028;-26.521807018229488;-1.2350516437066403;-17.22948250798102
6029;-17.647793254208636;-1.9430202851202125;-0.054727412457708624
6030;-24.510705278460364;-5.363680166292215;-22.75112153888737
6031;-18.287973025884323;-0.45599949310324445;-9.58356798307193
6032;-19.60246336335653;-1.4416135044567733;-19.506506768363465
6033;-27.778431049953593;3.2011364454160685;-16.865761925689338
6034;-18.467282590772356;7.434098068680214;-15.674695523383056
6035;-22.642252317761542;9.555891056097531;-24.5041502003052
6036;-15.862098729336413;-4.521113619432526;-15.674695523383056
6037;-21.21944876842167;9.964739389012891;-0.054727412457708624
6038;-28.649493397732538;-14.9900321970192;-20.839177274143974
6039;-15.005083893417895;-2.5659352085028786;-27.763285632127406
6040;-34.57321150521504;-3.0413331291390477;-15.338525710794057
6041;-18.85336360382371;-3.610115964974403;-11.78153613306207
6042;-24.34003646072688;-2.1301517746126706;-8.087240144881264
6043;-31.385967844340335;9.964739389012891;-8.320534571034463
6044;-25.59736537945899;-8.605667910777203;-9.703618580159173
6045;-25.090904082517074;-12.60762989677776;-27.37845879077514
6046;-23.203291742743367;-5.587166839887725;-7.950815633961889
6047;-34.54403747733977;-12.176530159238458;-27.359432121140173
6048;-29.073253284320344;-6.704600207865269;-8.691749508522813
6049;-28.320594587538835;-6.668306023714357;-24.441325229646264
6050;-30.73174356019114;-9.805956065043754;-7.109447276827723
6051;-19.759399214876986;1.2958324736895974;-5.096776024280871
6052;-26.402554995584346;-8.445025523265505;-8.999920366981465
6053;-33.246782089307644;-1.4416135044567733;-7.233392623118448
6054;-17.894607450524745;-5.363680166292215;-21.16064468347067
6055;-31.215589405433597;-7.634610145869449;-4.631761259897974
6056;-17.675330959553392;6.580555410416048;-6.270843567494353
6057;-24.000178335658568;0.9331529358263045;-16.527785206523404
6058;-32.2478330397574;-0.8922939575411094;-10.478657750494994
6059;-30.467278972944406;-8.541707999353397;-11.630283482910228
6060;-24.749822781891453;3.0353285383825304;-27.602825818607624
6061;-24.632685236606147;2.3891384686528454;-4.131041200024204
6062;-22.123049527658814;-3.292656973778018;-4.727568260047367
6063;-22.861992541043946;-9.101490664738037;-5.546295623750363
6064;-18.251246800869517;8.382424201717697;-0.054727412457708624
6065;-28.53552187303674;-4.017586331917016;-14.637854393688286
6066;-22.41441376053092;-0.625676718646749;-15.220214853854486
6067;-15.005083893417895;-0.8922939575411094;-7.950815633961889
6068;-22.694434847002867;1.1409978764632644;-14.939017028120498
6069;-25.59736537945899;0.31928556334491986;-19.506506768363465
6070;-26.263670604230015;-2.1845137734236837;-14.847204440570204
6071;-15.005083893417895;1.089573965564;-23.43778442437527
6072;-18.940456554598768;-14.9900321970192;-12.742043441351045
6073;-23.799582515794224;-3.1972168346168246;-24.98049799298163
6074;-26.14789737757174;5.409576215807974;-25.299321558006
6075;-29.006225223252386;-1.8727463624683576;-16.639780924001634
6076;-27.105380540020597;-1.6224756750096276;-17.801574119005522
6077;-27.92189344506775;-14.9900321970192;-18.39804065448296
6078;-17.66218621184115;-0.625676718646749;-8.222318157608285
6079;-15.005083893417895;6.942336496516134;-26.234302210819436
6080;-20.610355550717706;9.964739389012891;-4.9990870101279326
6081;-15.005083893417895;-6.029645175207103;-20.458798012807122
6082;-37.999427859805415;3.6243539334821264;-20.556385817365936
6083;-15.005083893417895;-2.878322517986419;-14.715014567384689
6084;-24.48999581965897;6.025353981431408;-19.31435445756327
6085;-23.203291742743367;-3.3908352145743947;-18.74008064989141
6086;-32.096109372941406;8.468940743981932;-29.947215421196802
6087;-19.445709716554877;-8.541707999353397;-29.947215421196802
6088;-29.62063923714345;3.1640389904618536;-6.898566017312715
6089;-32.62357906984198;0.7069960477271593;-18.670993993108596
6090;-34.74435918787276;-3.914767945003514;-25.717661733385057
6091;-28.432298780574456;-4.9982598908841664;-19.67920364294635
6092;-31.385967844340335;-14.9900321970192;-13.672863216405554
6093;-31.176336861830386;-12.279411621779332;-14.939017028120498
6094;-30.937278477364316;-14.343420599772648;-29.947215421196802
6095;-23.25825162049614;-10.601681744351708;-13.30848817887651
6096;-38.262774294598465;8.539327688459707;-6.5051628629048315
6097;-17.59477516900439;-2.673816734211955;-9.06975402312734
6098;-20.738856496541302;-2.9710686290528088;-18.55795448239786
6099;-15.453784183645288;-11.537521301477986;-7.873768473622931
6100;-15.005083893417895;-8.43044464573352;-14.036266230215801
6101;-26.032160944441785;-2.704126125016046;-28.19136203856585
6102;-30.848335356257394;0.12349403060591158;-17.427133932064862
6103;-17.98220259048412;-6.341412586162581;-11.712867624108462
6104;-31.699153244866164;-1.9430202851202125;-12.818619559540972
6105;-34.0416522705043;-11.04512474555656;-13.408703433102062
6106;-31.289059319028336;3.981897447754742;-8.102282437076724
6107;-39.99239760024487;-3.7426391339551515;-12.818619559540972
6108;-27.524915741759287;-7.388919365765936;-18.31203019416723
6109;-33.41441209409307;-4.2629557794891;-10.135280258174523
6110;-37.53621207586366;6.083138175438951;-14.847204440570204
6111;-36.87712167049017;-3.255201805991419;-23.303843046345587
6112;-18.08567627432532;-0.07089812202457324;-6.898566017312715
6113;-30.7658771224719;-0.8922939575411094;-14.838216750331716
6114;-29.006225223252386;4.862211186280395;-24.7580278241918
6115;-28.13018134243993;0.9120596559359058;-0.054727412457708624
6116;-24.288818340532675;-8.967228279114527;-8.849341991061124
6117;-27.088838058333522;-13.643176321402658;-23.084509531463368
6118;-39.99239760024487;-3.867201033888614;-16.734810401564687
6119;-20.1137736216167;1.8241193118718115;-22.611067824978477
6120;-30.208822779305137;-5.363680166292215;-7.802149249109618
6121;-39.99239760024487;-11.330688489678172;-18.09004545766111
6122;-20.287146343334257;-0.998940853098793;-15.338525710794057
6123;-16.172016543333015;9.964739389012891;-10.193188237816566
6124;-21.322259057201833;-0.6959550814810314;-8.63530137113897
6125;-23.52908766756582;-4.585486888392855;-13.104818932819763
6126;-22.861992541043946;-2.9710686290528088;-14.38774031484459
6127;-17.889849046100426;-1.6224756750096276;-18.55795448239786
6128;-32.096109372941406;-10.408807156046805;-26.844902343776198
6129;-18.585643278473317;7.434098068680214;-4.354647038474013
6130;-28.824690175516327;-9.696370846476839;-22.385224950121785
6131;-15.686740582155153;-0.07089812202457324;-20.87918903988293
6132;-39.99239760024487;-3.413076304581864;-11.78153613306207
6133;-24.072082029706053;3.5999236514516046;-12.665794867340255
6134;-24.096429302050304;5.310070049057296;-14.133804308750882
6135;-10.317991972751921;-14.498774381294425;-3.2478931553114307
6136;-9.90254436134493;-12.60762989677776;-12.694384793359404
6137;-5.1869482983678;-3.3456632344853006;-17.644020812079475
6138;-13.495839107867063;-2.1301517746126706;-25.346566054764708
6139;-10.503266829516633;-8.093023894902863;-21.32871607502284
6140;-2.8804675827111623;-2.339589642435461;-18.38156602154546
6141;-0.04830449679964962;-9.267134543135398;-22.012719730206506
6142;-14.985168825403434;4.254005097189217;-27.87458080905872
6143;-7.894560926529518;8.673752609127803;-10.774245747614259
6144;-4.213739166275445;6.233807721005395;-0.054727412457708624
6145;-9.794502711420533;-2.7224388125087557;-12.719593367319959
6146;-10.099237375931125;9.964739389012891;-25.07093083141918
6147;-6.575666222156542;-8.195038101374967;-6.554997129373135
6148;-5.013927126166534;-1.6891372504381081;-20.325745350416014
6149;-10.060071372945004;-8.879976070137001;-26.140880203656707
6150;-0.9704931739277072;-8.195038101374967;-18.09004545766111
6151;-4.340036460726878;-2.0818789560166806;-13.851363506109521
6152;-5.571533053423082;-14.617660543671263;-28.666155760740367
6153;-8.654738144718522;9.44345175258837;-0.054727412457708624
6154;-4.340036460726878;-13.719893178165876;-0.054727412457708624
6155;-14.985168825403434;-8.27177273921873;-13.30848817887651
6156;-10.789321554290472;-0.3000396533351414;-16.567007405283732
6157;-4.237646177443215;4.207248075118116;-19.871282212995993
6158;-6.382344197935481;-11.404959654336077;-5.041062901789417
