;distrteg;v1_btravdist;v1_btravmtp;mode;poids_qind1
735;9.2;17.0;3.30;3;1347.818445
736;2.4;1.0;1.10;1;1337.5607465
737;2.4;1.0;1.10;1;1403.6602451
738;;;;;1430.6044079
739;;0.0;1.10;1;1301.1227265
740;4.0;5.0;1.10;1;1291.2204102
741;;1.0;5.50;5;2768.7899057
742;57.5;70.0;4.42;4;766.14551853
743;;;;;760.31469632
744;;;;;1283.6207716
745;;1.0;1.10;1;1461.2920329
746;2.4;5.0;5.56;5;673.29850977
747;;;;;668.17430842
748;3.0;10.0;5.56;5;2630.6515964
749;6.5;10.0;2.24;2;1123.9502287
750;4.7;7.0;2.20;2;1115.3963003
751;;0.0;1.10;1;2288.5818983
752;12.5;16.0;5.57;5;834.58290062
753;3.9;4.0;5.56;5;816.88792368
754;;0.0;1.10;1;828.23102216
755;;;;;1266.7726471
756;25.5;31.0;5.57;5;760.59932017
757;4.9;5.0;5.56;5;848.42176737
758;;;;;841.96477406
759;6.5;8.0;5.56;5;1411.6176008
760;;0.0;1.10;1;1470.1026796
761;4.9;6.0;5.56;5;825.80605995
762;3.2;7.0;5.56;5;1291.089429
763;15.4;25.0;5.57;5;1300.1650852
764;6.1;8.0;5.57;5;973.21009209
766;;18.0;5.57;5;1071.0118388
767;4.0;6.0;3.30;3;1206.8514047
768;;0.0;1.10;1;2457.3848629
769;10.3;12.0;5.56;5;870.8979883
771;;;;;1287.9966239
773;2.0;2.0;5.56;5;1279.0059083
774;;20.0;5.57;5;1024.4325363
775;;13.0;5.56;5;1309.1489323
776;;;;;1136.1330818
777;2.0;2.0;5.50;5;1218.1165135
778;140.7;0.0;6.63;6;1377.9647187
780;;18.0;5.57;5;1059.5160122
781;5.6;8.0;5.50;5;1203.3791103
782;3.9;5.0;5.57;5;2545.7507812
783;3.4;5.0;5.56;5;1083.4318711
784;8.0;9.0;5.56;5;1386.4573724
785;7.4;10.0;5.56;5;1366.8284592
786;5.4;5.0;5.56;5;640.77936268
787;2.0;0.8;5.50;5;980.94442027
788;2.0;0.8;2.24;2;589.92191004
789;;;;;1179.4717785
790;5.2;5.0;3.30;3;1170.4952981
791;2.2;3.0;5.57;5;1254.9583094
792;3.9;5.0;5.56;5;1104.0124789
794;5.3;5.0;2.24;2;1095.6102886
795;;0.3;1.10;1;1969.2978917
796;10.1;8.0;5.57;5;767.7677989
797;2.8;3.0;3.30;3;761.92463017
798;2.2;0.7;1.10;1;1734.7715407
799;2.4;3.0;5.56;5;2314.1755246
801;5.2;5.0;3.30;3;650.24018028
802;;;;;645.2914665
803;;0.3;1.10;1;1664.3982082
804;9.1;12.0;5.56;5;1366.3895688
805;;20.0;5.57;5;1310.1585272
807;23.6;28.0;5.56;5;607.09641488
808;23.6;28.0;3.30;3;611.75221238
809;10.1;10.0;2.24;2;843.73908925
810;2.4;0.7;1.10;1;2159.6909434
811;2.4;0.7;1.10;1;878.69625261
812;;0.2;1.11;1;878.69625261
813;4.8;3.0;5.56;5;1397.9304015
814;3.1;3.0;2.20;2;627.42204209
815;;1.5;1.10;1;622.64698789
816;2.2;4.0;5.56;5;476.59313341
817;2.4;4.0;2.20;2;1247.9348999
818;;;;;1439.1570939
819;;;;;1449.2735852
820;5.3;10.0;5.56;5;1261.4863161
821;4.7;10.0;5.56;5;1271.1606029
822;2.9;10.0;5.56;5;1294.1654671
823;13.6;20.0;2.24;2;872.59988012
824;;0.5;1.10;1;866.50879474
825;;1.0;1.10;1;878.54091604
826;2.8;3.0;1.10;1;898.07795123
827;2.8;3.0;1.10;1;891.24304489
828;4.0;5.0;3.30;3;1238.4299652
829;;;;;1229.004778
830;3.1;2.0;5.55;5;2419.341286
831;;27.0;2.24;2;1386.6448583
832;;;;;782.09629498
833;5.3;7.0;3.30;3;1379.1232178
834;;;;;777.95196333
835;;15.0;5.57;5;1423.2277566
836;2.2;3.0;1.10;1;1515.1428032
837;;25.0;5.57;5;1017.4073334
838;13.6;15.0;5.50;5;1024.334537
839;;;;;1325.7069471
840;;2.0;1.10;1;1316.4529987
841;;0.5;1.10;1;1400.6930352
842;2.6;3.0;3.30;3;1337.0837423
843;2.8;3.0;2.20;2;1327.7503795
844;2.9;5.0;5.56;5;714.93492235
845;;;;;692.43467795
846;5.2;7.0;5.56;5;2928.3281533
847;9.1;12.0;5.56;5;1229.1264174
848;;;;;1490.1048924
849;5.1;5.0;5.56;5;1478.7643096
850;2.2;2.0;1.10;1;6111.3644874
851;;0.1;1.10;1;664.85878204
852;2.9;5.0;5.56;5;669.95755675
854;;0.5;1.10;1;697.71473436
855;;;;;664.85861575
856;;2.0;2.20;2;442.14247874
857;6.1;15.0;5.56;5;445.53325127
859;;2.0;1.10;1;453.59630163
860;6.1;20.0;5.56;5;1328.3042914
862;5.2;10.0;2.22;2;1385.7137935
863;;2.5;5.56;5;1268.6292712
864;;15.0;5.57;5;1250.4602622
865;2.8;1.0;1.10;1;1211.152688
866;;1.0;1.10;1;938.80365544
867;2.6;6.0;5.56;5;1486.086834
868;;;;;1096.4163634
869;6.1;6.0;5.56;5;1039.397872
871;;0.2;1.10;1;1868.2592335
872;315.6;367.0;6.61;6;1211.7171268
873;;30.0;5.58;5;1203.2588716
874;3.1;5.0;5.56;5;1233.7183154
875;;0.1;1.10;1;1054.0214895
876;;2.0;1.10;1;1218.939505
877;16.4;20.0;5.57;5;1227.5079865
878;;4.0;3.30;3;1356.7630155
879;2.6;2.0;1.10;1;836.02444929
881;2.6;3.0;2.20;2;951.74205198
882;8.0;13.0;3.31;3;1345.2995453
883;;0.5;1.10;1;1734.9633995
884;8.0;13.0;3.32;3;1411.7814794
885;6.2;5.0;3.30;3;1359.095901
886;2.7;1.5;2.20;2;755.72834827
887;11.9;15.0;3.31;3;1266.5673532
888;7.1;10.0;5.56;5;1169.4344289
889;;;;;1047.0437925
890;;;;;563.76279457
891;;1.0;1.10;1;1721.8965221
892;3.4;8.0;3.30;3;1452.6826424
894;8.0;10.0;5.56;5;1492.2029519
895;5.2;6.0;5.50;5;723.22236416
896;;3.0;5.56;5;1380.8328699
897;6.0;10.0;5.56;5;1261.5960369
899;4.7;7.0;5.56;5;1374.2519798
900;;1.0;1.10;1;726.96801169
901;2.6;4.0;5.50;5;721.43535357
902;;0.5;1.10;1;930.39794586
903;;0.5;1.10;1;721.43517313
904;;0.3;1.10;1;721.43517313
905;4.9;5.0;5.56;5;1302.0235175
906;17.7;25.0;5.57;5;844.96313092
907;4.9;7.0;2.20;2;838.5324599
908;;1.0;1.10;1;1297.497056
909;10.7;15.0;3.30;3;457.55309818
910;4.7;7.0;3.30;3;454.07084748
911;;;;;1394.3705385
912;7.4;10.0;5.56;5;1258.0889635
913;24.1;25.0;5.57;5;1338.6070167
914;4.5;6.0;5.56;5;600.59064112
915;3.4;1.0;5.56;5;596.01978981
916;2.8;4.0;5.56;5;1333.1493466
917;4.7;5.0;5.56;5;1323.8434475
918;;;;;927.6936583
919;6.2;8.0;5.56;5;1052.7106399
920;2.8;3.5;3.30;3;908.14183061
921;13.8;20.0;5.57;5;903.37842076
922;21.1;25.0;5.57;5;897.07248923
923;;0.5;1.10;1;954.47630029
924;13.0;15.0;5.56;5;605.65695658
925;17.9;25.0;5.57;5;1267.1868234
926;;;;;1258.3413682
927;;0.4;1.11;1;1338.8628322
928;8.0;8.0;5.56;5;1317.6759235
929;2.7;2.0;1.10;1;660.47075581
930;8.9;10.0;5.56;5;964.18496519
931;7.4;7.0;5.56;5;956.84694523
932;;0.1;1.10;1;956.84670591
933;5.2;5.0;5.56;5;1222.1218125
934;2.8;3.0;5.50;5;1127.3473247
935;8.7;15.0;5.56;5;1429.8339725
937;;1.5;1.10;1;999.86960581
938;;1.0;1.10;1;2296.2894553
939;15.3;20.0;3.30;3;676.2413331
940;8.6;10.0;5.56;5;680.84564572
941;;;;;714.49163594
942;8.8;8.0;2.24;2;1397.0383024
943;;2.0;2.24;2;1386.4060116
944;8.7;10.0;5.56;5;1364.5957131
945;2.7;3.0;1.10;1;988.5251355
946;19.7;20.0;5.57;5;996.1060942
947;8.0;8.0;5.56;5;1456.6866563
949;;20.0;5.56;5;1456.6866563
950;;;;;1339.3899955
951;3.4;5.0;5.56;5;1329.1964425
952;;0.0;1.10;1;1526.3089093
953;4.7;3.0;5.56;5;1077.5369147
954;8.7;10.0;5.56;5;1062.1046853
955;8.6;12.0;5.57;5;1397.1685085
956;4.5;4.0;5.56;5;1319.3494246
957;;12.0;3.30;3;606.90893038
958;3.8;1.5;1.10;1;602.28999314
959;11.2;15.0;3.30;3;1224.489488
960;;20.0;5.57;5;1425.6404561
961;4.9;5.0;5.50;5;1538.9219292
962;11.8;25.0;5.57;5;1282.3598055
963;;1.7;1.10;1;1272.6002861
964;;0.5;1.10;1;2287.4274608
965;2.7;3.0;5.56;5;1296.1697728
966;;;;;1306.1100456
967;;0.5;1.10;1;1475.5779933
968;7.4;8.0;5.56;5;1389.7014617
969;;0.7;1.10;1;1319.3494246
970;4.0;5.0;5.56;5;1392.1166929
971;4.7;7.0;5.56;5;1381.5218585
972;;0.3;1.10;1;1241.6039314
973;6.0;5.0;3.30;3;2436.0836734
974;7.4;8.0;5.56;5;1486.6957988
975;3.4;5.0;2.20;2;752.38968741
976;7.0;7.0;5.56;5;746.66355524
977;;0.5;1.10;1;671.04287924
978;;0.2;1.10;1;746.66336849
979;;;;;905.55065739
980;17.7;25.0;5.56;5;1387.3955476
981;8.6;10.0;5.57;5;331.87795752
982;;1.0;1.10;1;329.35216925
983;;0.5;1.10;1;345.62807545
984;;0.5;1.10;1;591.992006
985;;25.0;5.57;5;627.01806303
986;10.3;10.0;3.30;3;1450.8222063
987;;;;;1566.1046228
988;;0.4;1.11;1;1460.7000289
989;2.7;2.0;2.20;2;1322.8356263
990;2.6;3.0;5.56;5;1206.30976
991;3.4;4.0;2.20;2;1161.7543987
992;;0.4;2.20;2;1152.9124697
993;;0.1;1.11;1;1209.8873332
994;2.7;3.0;5.56;5;1464.8620732
995;;0.2;1.10;1;945.37274463
996;5.2;5.0;5.56;5;519.54999337
997;7.4;12.0;5.56;5;557.04075223
998;4.7;5.0;5.56;5;2640.0137042
999;3.4;3.0;5.56;5;2621.5853853
1000;4.5;4.0;5.56;5;1137.0914883
1001;10.1;10.0;3.30;3;1128.437547
1002;;0.1;1.10;1;2028.303043
1003;;0.1;1.10;1;1184.2026076
1004;13.0;15.0;5.57;5;1215.9900998
1005;;;;;656.01259573
1006;;;;;1364.7264667
1007;4.7;2.0;5.50;5;1567.1078392
1008;5.2;5.0;5.56;5;806.09887925
1009;5.2;5.0;2.24;2;812.28081847
1010;;0.4;1.10;1;2480.9432793
1011;;0.2;1.10;1;860.72667122
1012;10.7;17.0;3.30;3;1357.7425102
1013;4.7;6.0;3.30;3;662.19813906
1015;;;;;356.88736184
1016;8.0;12.0;3.30;3;1268.4548658
1017;5.4;6.0;5.56;5;1258.8011713
1018;;0.8;1.11;1;1321.0085338
1019;4.9;6.0;5.56;5;1280.6894231
1020;6.7;12.0;3.30;3;713.3876195
1021;;0.2;1.10;1;641.13706748
1022;2.6;5.0;5.56;5;1183.584418
1023;;;;;1029.8574214
1024;8.7;15.0;3.30;3;1194.0042116
1025;;;;;439.88038925
1026;4.7;5.0;5.56;5;1386.1875363
1027;4.9;6.0;5.56;5;1306.7668441
1028;2.8;4.0;5.55;5;380.13626882
1029;4.7;2.0;1.10;1;1374.9945573
1030;5.4;6.0;3.30;3;638.70010443
1031;;0.8;1.10;1;485.16000979
1032;;0.3;1.10;1;1168.9317824
1033;;1.5;1.10;1;1281.0273636
1034;;0.5;1.10;1;1478.590165
1035;;1.0;1.10;1;1272.2968388
1036;3.4;4.0;5.56;5;1280.9595041
1037;4.7;2.0;5.56;5;1373.3936192
1039;;;;;2496.0846653
1040;;10.0;5.56;5;2460.33633
1042;;0.0;;;2655.8347972
1043;13.8;15.0;3.30;3;439.89746685
1044;4.7;4.0;5.50;5;429.68198972
1045;;0.2;1.10;1;1490.1428036
1046;9.8;13.0;2.24;2;1192.9987209
1047;2.8;4.0;2.20;2;1183.9192925
1048;;0.3;1.10;1;1526.8396154
1049;;0.3;1.10;1;1183.9189964
1050;5.4;7.0;5.56;5;547.96514069
1051;;21.0;5.57;5;470.27371182
1052;11.3;15.0;5.56;5;466.6946497
1053;;0.5;1.10;1;1428.8896904
1054;;0.2;1.10;1;489.75773854
1055;4.7;4.0;5.56;5;935.69588555
1056;4.9;7.0;5.56;5;1034.7416282
1057;;3.0;5.50;5;1026.8666301
1059;;0.1;1.10;1;3160.4036804
1060;;21.0;3.30;3;1389.6975404
1061;;;;;1379.1207722
1062;455.9;1.0;1.10;1;1119.3159876
1063;8.5;11.0;5.56;5;1110.7973285
1064;5.0;7.0;5.56;5;2186.6455569
1065;4.8;4.0;5.56;5;520.66030887
1066;6.3;8.0;2.22;2;512.4695216
1067;4.1;3.0;3.30;3;1437.2744714
1068;8.1;12.0;3.30;3;1427.2417385
1069;;;;;1006.6817722
1070;4.9;5.0;5.56;5;841.24381995
1071;5.5;10.0;2.20;2;1319.0506659
1072;305.2;400.0;6.61;6;1309.0119073
1073;;0.2;1.10;1;1309.0115799
1074;4.7;1.5;3.31;3;1302.5628754
1075;4.7;1.5;3.32;3;1292.6495986
1076;4.8;4.0;5.56;5;564.00708522
1077;;2.5;5.56;5;1295.2924211
1078;7.0;15.0;5.57;5;819.81466136
1079;6.3;6.0;5.56;5;1616.4217189
1080;9.1;15.0;5.56;5;1628.8179907
1081;3.9;5.0;2.24;2;1123.0366597
1083;5.0;8.0;5.50;5;722.96614865
1084;24.8;25.0;3.30;3;619.8732504
1085;;;;;624.62703292
1086;4.1;4.0;5.56;5;611.11854634
1087;;;;;1086.9790372
1088;;;;;1287.2875289
1089;;;;;1297.1596841
1090;;0.1;1.10;1;2313.8269538
1091;4.8;3.0;3.30;3;751.89934274
1092;31.8;50.0;3.30;3;1249.6436528
1093;5.9;3.0;5.56;5;1258.4279678
1095;;;;;1266.9958876
1096;6.5;10.0;5.56;5;1168.5208296
1097;5.0;6.0;5.56;5;746.72379549
1098;4.8;3.0;5.50;5;1263.864232
1099;4.9;7.0;3.31;3;1273.5567549
1100;4.8;1.0;3.32;3;1263.8639159
1101;4.8;1.0;3.32;3;1326.3218005
1102;3.9;7.0;2.24;2;1677.1049256
1103;5.0;8.0;5.56;5;1641.5466449
1104;;1.0;1.10;1;1746.5894755
1105;5.0;6.0;5.56;5;621.26754932
1106;;;;;461.68390891
1107;4.8;2.0;1.10;1;458.17022029
1108;;0.5;1.10;1;940.0784925
1109;6.3;5.0;5.56;5;303.19564259
1110;4.8;11.0;3.30;3;649.465483
1111;;5.0;3.30;3;654.44620714
1112;;1.0;1.10;1;1478.7213747
1113;5.0;2.0;1.10;1;942.7633631
1114;5.0;2.0;1.10;1;949.99337665
1115;;0.0;;;927.93224573
1116;8.0;7.0;3.30;3;1226.3382058
1117;5.0;0.8;1.10;1;1217.0047396
1118;;;;;1217.0047396
1119;4.9;7.0;2.20;2;1468.7639619
1120;;3.0;2.24;2;1455.5010731
1121;4.7;3.0;5.56;5;1492.2029519
1122;5.5;6.0;5.57;5;868.26673254
1123;5.5;6.0;5.57;5;874.92543448
1124;;1.0;1.10;1;2239.5175962
1125;;1.0;1.10;1;911.17468704
1126;;;;;911.17468704
1127;5.0;5.0;5.56;5;1308.7361447
1128;4.1;5.0;5.56;5;605.19178903
1129;5.5;8.0;5.56;5;1180.2624698
1130;5.0;0.2;1.10;1;1325.7633535
1131;;1.0;1.10;1;1696.7562272
1132;4.9;6.0;5.56;5;866.64552031
1133;5.0;0.5;1.10;1;848.27074594
1134;;0.5;1.11;1;902.55172569
1135;8.1;17.0;3.30;3;2332.7741435
1136;6.1;6.0;5.57;5;1166.1127977
1137;;2.0;5.56;5;1147.7680503
1138;13.4;15.0;5.56;5;1197.3635943
1139;18.3;40.0;3.30;3;1143.2702933
1140;24.8;35.0;4.43;4;1019.662287
1141;;0.0;1.10;1;1190.6374082
1142;4.1;5.0;3.32;3;383.60201481
1143;;1.0;1.10;1;1418.3901219
1144;6.1;8.0;2.24;2;1291.4464299
1145;;;;;1233.1774619
1146;5.0;10.0;3.30;3;1242.6346493
1147;5.0;8.0;5.56;5;1322.1636219
1148;;;;;1318.6951045
1149;;;;;1316.9518584
1150;;3.0;1.10;1;1008.0354116
1151;4.1;1.0;3.31;3;951.48069767
1152;;1.0;1.10;1;2024.7514685
1153;13.5;15.0;3.30;3;826.55231494
1154;;10.0;5.56;5;886.19637984
1155;;10.0;5.57;5;1772.3927597
1156;;;;;1324.8030595
1157;;;;;1320.743624
1158;;;;;1330.8723526
1159;;;;;1205.9346357
1160;;;;;1215.182899
1161;5.0;5.0;5.56;5;1189.4183723
1162;;0.5;1.10;1;570.89177929
1163;;0.5;1.10;1;580.01632801
1164;;;;;717.46441426
1165;5.0;3.0;5.56;5;631.04502217
1166;;;;;641.13099864
1167;13.3;15.0;3.30;3;646.04780596
1168;;;;;968.821119
1169;;;;;961.44781515
1170;5.6;2.0;2.24;2;1101.8454349
1171;1.7;2.0;5.50;5;1209.4021232
1172;;;;;1200.1978551
1173;;0.8;1.10;1;2732.6444111
1174;;;;;839.75489025
1175;6.1;5.0;5.56;5;1279.8945098
1176;;30.0;5.57;5;1438.0093191
1177;;0.7;1.10;1;1511.6835143
1179;6.1;6.0;2.22;2;721.21555086
1180;1.7;3.0;3.30;3;716.18118678
1181;;;;;1018.367113
1182;;;;;2771.9907793
1183;6.0;5.6;3.30;3;1280.1234263
1184;;;;;1270.3809271
1185;5.7;5.0;5.57;5;972.38859009
1186;1.7;2.5;2.24;2;1434.1771884
1187;;0.3;1.10;1;886.1691213
1188;3.1;5.0;5.56;5;309.98655323
1189;7.5;7.0;2.24;2;1269.057818
1190;;;;;1259.3995347
1191;;0.6;1.11;1;1321.6364671
1192;;0.6;1.11;1;1259.3992197
1193;17.8;22.0;2.24;2;1429.6629968
1194;3.7;4.0;5.56;5;400.44475054
1195;4.8;4.0;5.56;5;452.40250884
1196;21.2;29.0;5.57;5;908.61015007
1197;1.7;3.0;5.50;5;901.69508745
1198;;1.0;1.10;1;1026.5024348
1199;;1.0;1.10;1;490.99554831
1200;;0.5;1.10;1;487.25878071
1201;;0.5;1.10;1;1499.6440616
1202;;0.5;1.10;1;487.25865884
1203;9.8;10.0;5.57;5;2724.8964071
1204;1.7;0.2;1.10;1;1383.3564496
1205;3.8;5.0;5.57;5;812.79119321
1206;;;;;806.60516799
1207;;;;;793.08855714
1208;5.1;6.0;5.50;5;557.7426357
1209;8.6;10.0;3.30;3;553.49788315
1210;4.7;1.0;1.10;1;1099.5095547
1211;;;;;1002.3517806
1212;;0.1;1.10;1;981.09973765
1213;;0.3;1.10;1;1043.8804657
1214;;0.8;1.10;1;655.29788023
1215;9.1;10.0;5.56;5;787.43840627
1216;1.7;3.0;5.50;5;1310.5959562
1217;;;;;1293.1162556
1218;;0.3;1.10;1;1667.6653036
1219;;1.5;5.50;5;759.45911508
1220;;0.5;1.10;1;2573.9971012
1221;7.1;7.0;5.56;5;606.42552101
1222;6.1;4.0;5.50;5;1382.1107798
1223;;;;;1254.0363134
1224;5.7;8.0;5.56;5;1238.8699817
1225;;2.5;5.50;5;2438.7613037
1226;;0.5;1.10;1;1393.2010338
1227;7.5;10.0;5.56;5;1093.6114933
1228;6.6;11.0;3.32;3;1085.2884606
1229;;0.2;1.10;1;975.37249316
1230;;0.2;1.10;1;1138.9211822
1231;;0.1;1.10;1;1085.2881892
1232;4.7;3.0;3.30;3;891.05309597
1233;7.4;10.0;5.57;5;955.35154111
1234;3.3;3.0;2.24;2;419.56053932
1235;4.8;2.5;1.10;1;416.36743455
1236;1.7;2.0;1.12;1;1708.6141912
1237;1.7;1.0;1.10;1;1169.2721929
1238;9.8;10.0;5.57;5;1150.8777433
1239;;;;;1142.8708405
1240;5.7;8.0;5.56;5;1134.172915
1241;;0.2;1.10;1;1736.2615861
1242;2.2;1.5;1.10;1;1198.251388
1243;2.2;2.5;5.56;5;1172.8458463
1244;;0.1;1.10;1;1179.1182853
1245;4.8;5.0;5.50;5;822.44119747
1246;;0.2;1.10;1;675.34690504
1247;;;;;670.20711419
1248;1.7;2.0;5.56;5;718.56929996
1249;13.6;10.0;3.30;3;1446.5485228
1250;3.0;5.0;5.57;5;1561.4913522
1251;;;;;562.84083189
1252;22.0;25.0;3.30;3;1357.7425102
1253;;1.0;1.10;1;1386.4573724
1254;2.2;3.0;5.56;5;784.73567461
1255;4.8;10.0;5.50;5;908.1856211
1256;20.2;20.0;5.57;5;901.2737894
1257;;0.2;1.10;1;2429.9834418
1258;;1.0;1.10;1;901.27356398
1259;3.1;4.0;5.56;5;1366.8284592
1260;2.4;1.5;1.10;1;1470.8908388
1261;;;;;1072.0077884
1262;;0.1;1.10;1;1063.8491728
1263;;0.4;1.10;1;1116.4224088
1264;;0.4;1.10;1;1116.4224088
1265;3.3;3.0;5.57;5;1159.4596491
1266;;0.5;1.10;1;1189.4957711
1267;7.5;11.0;5.56;5;1448.6331329
1268;3.3;2.5;5.50;5;1310.1585272
1269;6.0;6.0;5.56;5;957.28188741
1270;1.7;2.0;5.56;5;1027.0102416
1271;;;;;482.05519259
1272;4.8;4.0;5.57;5;1107.0826127
1273;7.2;9.0;5.57;5;1288.4630632
1274;;;;;1273.2835493
1275;6.7;3.0;5.57;5;1264.3955366
1276;;5.0;5.56;5;1258.0889635
1277;1.7;2.0;5.56;5;1338.6070167
1278;1.7;2.0;1.10;1;1154.017142
1279;1.7;2.0;1.10;1;1145.2343865
1280;1.7;2.0;1.10;1;2058.4944176
1281;;;;;1145.2341001
1282;2.4;1.5;1.10;1;1231.7027634
1284;;0.3;1.10;1;2213.9164631
1285;4.7;5.0;5.50;5;340.37298532
1286;;0.2;1.10;1;785.73208167
1287;6.3;15.0;5.56;5;1439.3179435
1288;11.1;17.0;5.58;5;1310.1585272
1289;;0.1;1.10;1;804.81950014
1290;;0.1;1.10;1;798.69434598
1291;17.2;21.0;3.30;3;1027.4919996
1292;;;;;1295.5915031
1293;7.4;10.0;5.56;5;959.07481204
1294;4.9;9.0;5.56;5;1020.4558741
1295;3.4;3.0;5.50;5;613.11886806
1296;5.1;6.0;5.56;5;657.36156256
1297;;0.3;1.10;1;2693.0805127
1298;;;;;1303.3328822
1299;6.6;9.0;5.56;5;1301.062355
1300;;;;;1292.2637413
1301;;1.0;1.10;1;1428.1897602
1302;11.8;14.0;5.56;5;1490.1428036
1303;11.8;14.0;5.56;5;1490.1428036
1304;6.1;7.0;5.57;5;1226.9282971
1305;5.1;6.0;5.56;5;1046.5577863
1307;;;;;1430.1712458
1308;;;;;1405.8510685
1309;;;;;866.27877706
1310;;0.4;1.10;1;2632.1199389
1311;;;;;902.16978781
1312;;0.5;1.10;1;1490.1428036
1313;3.7;5.0;5.56;5;1055.396372
1314;26.9;20.0;5.56;5;1048.0292962
1315;;;;;1115.0928574
1316;6.1;7.0;5.57;5;720.63406581
1317;2.4;1.0;1.10;1;1439.2358434
1318;2.7;4.0;5.56;5;1434.7131478
1319;;0.1;1.10;1;1457.6437668
1320;3.7;5.0;5.50;5;1424.7639601
1322;2.4;1.0;1.10;1;1438.475732
1323;3.7;6.0;5.56;5;894.97993276
1324;6.7;12.5;2.24;2;1337.0837423
1325;;;;;1327.7503795
1326;2.4;2.0;1.10;1;813.21243917
1327;2.7;4.0;5.56;5;795.97056261
1328;;;;;807.02320791
1329;2.7;4.0;5.56;5;1111.4788098
1330;1.7;4.0;3.30;3;1249.7397938
1331;;;;;1311.4993617
1332;3.8;1.0;2.20;2;822.52049954
1333;;;;;1327.6584355
1334;0.0;1.0;1.10;1;1499.9222896
1335;0.0;1.0;1.10;1;1078.1979583
1336;;;;;1258.9882346
1337;6.3;5.0;5.50;5;539.28050386
1338;4.0;3.0;3.30;3;1323.765532
1339;3.8;4.0;5.56;5;1313.6908905
1340;0.0;0.0;1.10;1;1694.1993485
1341;0.0;2.0;1.10;1;613.01138463
1342;4.0;0.3;1.10;1;638.40921127
1343;0.0;2.5;3.32;3;638.40921127
1344;0.0;0.0;1.10;1;618.79782269
1345;0.0;2.0;3.30;3;614.08840392
1346;4.0;10.0;5.57;5;873.80052545
1347;0.0;0.5;1.10;1;916.98194861
1348;1.8;2.0;1.10;1;1254.0363134
1349;7.6;10.0;5.57;5;1244.4923526
1350;0.0;2.0;1.10;1;964.23401878
1351;6.1;8.0;5.56;5;1033.8132037
1352;7.7;8.0;5.56;5;1175.7213888
1353;4.8;7.0;5.56;5;1398.8917127
1354;6.1;8.0;5.56;5;1419.9180172
1356;;;;;973.27586493
1357;8.0;8.0;5.56;5;980.7398776
1358;3.2;3.0;5.56;5;2234.9257436
1359;;;;;1067.4859542
1360;;;;;795.61232965
1361;;;;;2565.4726575
1362;7.7;9.0;5.56;5;1397.9304015
1363;8.0;8.0;5.56;5;929.47505202
1364;7.7;9.0;5.56;5;1067.4859542
1365;8.0;8.0;5.56;5;1320.9887753
1366;6.4;6.0;5.56;5;1067.4859542
1367;11.3;13.0;5.56;5;1231.1519774
1368;;;;;1165.7488964
1369;0.0;0.1;1.10;1;2079.4211005
1370;26.5;30.0;3.30;3;1198.0029927
1372;3.2;0.7;5.56;5;1188.8854787
1373;0.0;1.0;1.10;1;2439.3677701
1374;3.2;0.7;5.50;5;457.2089226
1376;0.0;0.2;1.10;1;785.5154083
1377;;;;;380.13626882
1378;3.8;3.0;5.56;5;1192.0397577
1379;11.5;15.0;2.22;2;1201.1814616
1380;;32.0;5.57;5;985.71758629
1381;0.0;0.2;1.10;1;992.42877628
1382;;;;;1041.4728239
1383;;26.0;5.57;5;549.70844062
1384;7.6;9.0;5.56;5;536.94288859
1385;3.2;2.0;5.50;5;417.56146677
1386;4.0;2.5;5.56;5;1168.7411941
1387;15.3;20.0;5.57;5;925.87213091
1388;;;;;932.38050825
1389;12.2;20.0;2.24;2;757.9110459
1390;2.4;3.0;5.50;5;739.06503425
1392;6.1;6.0;5.56;5;733.44031061
1393;6.4;6.0;5.56;5;2165.7065002
1394;6.1;6.0;5.56;5;1447.5502058
1395;11.5;14.0;5.56;5;1455.9463825
1396;4.0;0.6;1.10;1;745.05233491
1397;6.9;9.0;5.56;5;729.25560116
1398;;;;;775.92078289
1399;2.7;2.0;5.56;5;1477.0419615
1400;0.0;0.3;1.10;1;1227.6861607
1401;;;;;1227.6861607
1402;;;;;1226.9282971
1403;3.8;6.0;5.56;5;1226.9282971
1404;11.5;10.0;5.57;5;1317.6759235
1405;6.1;8.0;2.20;2;840.89697427
1406;4.0;3.0;2.20;2;846.80802249
1407;4.0;1.0;1.11;1;852.57345633
1408;;8.0;5.50;5;1208.8386547
1409;5.7;7.0;5.56;5;1101.5135749
1410;2.4;3.0;5.56;5;1197.3982109
1411;7.7;10.0;5.56;5;1285.642322
1412;;;;;1294.6796881
1413;3.2;2.0;5.56;5;664.55696577
1414;0.0;0.0;1.10;1;1124.2604173
1415;13.6;8.0;5.56;5;1100.4236455
1416;0.0;0.3;1.10;1;1610.8152762
1417;0.0;0.3;1.10;1;597.44655041
1418;;;;;1306.031232
1419;0.0;0.02;1.10;1;1314.9232553
1420;0.0;0.02;1.11;1;1379.9044008
1421;2.4;4.0;3.30;3;1314.7738365
1422;9.6;12.0;5.56;5;574.53758907
1423;2.4;1.0;1.10;1;1075.750504
1424;5.7;6.0;5.56;5;1369.1412519
1425;3.8;5.0;5.56;5;1337.3464993
1426;;;;;1218.6159889
1427;3.8;5.0;5.56;5;665.83917064
1429;0.0;4.0;5.50;5;505.77498939
1430;;30.0;5.57;5;1305.2180917
1431;0.0;1.0;1.10;1;1838.2165359
1432;7.8;10.0;5.56;5;1229.1264174
